season,team_api_id,time,total_gols_scored,total_partidas,media_gols_partida
2014/2015,8277,Vitesse,66,272,0.2426470588235294
2012/2013,9839,VVV-Venlo,33,136,0.2426470588235294
2012/2013,9875,Napoli,73,301,0.2425249169435216
2013/2014,8370,Rayo Vallecano,46,190,0.24210526315789474
2012/2013,9804,Torino,46,190,0.24210526315789474
2015/2016,7878,Granada CF,46,190,0.24210526315789474
2009/2010,8481,AS Nancy-Lorraine,46,190,0.24210526315789474
2014/2015,10003,Swansea City,46,190,0.24210526315789474
2010/2011,7819,SM Caen,46,190,0.24210526315789474
2014/2015,8370,Rayo Vallecano,46,190,0.24210526315789474
2012/2013,10264,SC Braga,60,248,0.24193548387096775
2014/2015,9986,Sporting Charleroi,44,182,0.24175824175824176
2015/2016,8673,Legia Warszawa,58,240,0.24166666666666667
2012/2013,8023,Pogoń Szczecin,29,120,0.24166666666666667
2012/2013,8066,Inverness Caledonian Thistle,64,266,0.24060150375939848
2011/2012,8342,Club Brugge KV,51,212,0.24056603773584906
2014/2015,8635,RSC Anderlecht,51,212,0.24056603773584906
2015/2016,8635,RSC Anderlecht,51,212,0.24056603773584906
2015/2016,10000,SV Zulte-Waregem,51,212,0.24056603773584906
2014/2015,8455,Chelsea,73,304,0.24013157894736842
2009/2010,8456,Manchester City,73,304,0.24013157894736842
2012/2013,8551,Siena,36,150,0.24
2011/2012,2033,S.C. Olhanense,36,150,0.24
2012/2013,8535,Fiorentina,72,300,0.24
2010/2011,8464,N.E.C.,57,238,0.23949579831932774
2014/2015,9885,Juventus,72,301,0.23920265780730898
2009/2010,8178,Bayer 04 Leverkusen,65,272,0.23897058823529413
2013/2014,8277,Vitesse,65,272,0.23897058823529413
2012/2013,8178,Bayer 04 Leverkusen,65,272,0.23897058823529413
2010/2011,8611,FC Twente,65,272,0.23897058823529413
2010/2011,9791,Heracles Almelo,65,272,0.23897058823529413
2010/2011,8674,FC Groningen,65,272,0.23897058823529413
2014/2015,9991,KAA Gent,52,218,0.23853211009174313
2014/2015,9989,Lierse SK,30,126,0.23809523809523808
2011/2012,10264,SC Braga,59,248,0.23790322580645162
2011/2012,8564,Milan,72,303,0.2376237623762376
2013/2014,8686,Roma,72,303,0.2376237623762376
2014/2015,8673,Legia Warszawa,57,240,0.2375
2015/2016,9997,Sint-Truidense VV,28,118,0.23728813559322035
2009/2010,8639,LOSC Lille,72,304,0.23684210526315788
2014/2015,9748,Olympique Lyonnais,72,304,0.23684210526315788
2008/2009,9865,UD Almería,45,190,0.23684210526315788
2012/2013,9825,Arsenal,72,304,0.23684210526315788
2011/2012,8639,LOSC Lille,72,304,0.23684210526315788
2015/2016,7794,SC Bastia,36,152,0.23684210526315788
2011/2012,8581,Levante UD,54,228,0.23684210526315788
2011/2012,8394,Real Zaragoza,36,152,0.23684210526315788
2010/2011,9825,Arsenal,72,304,0.23684210526315788
2008/2009,9986,Sporting Charleroi,43,182,0.23626373626373626
2012/2013,9885,Juventus,71,301,0.23588039867109634
2010/2011,9985,Standard de Liège,50,212,0.2358490566037736
2011/2012,10229,AZ,64,272,0.23529411764705882
2014/2015,9810,Eintracht Frankfurt,56,238,0.23529411764705882
2009/2010,10229,AZ,64,272,0.23529411764705882
2009/2010,9803,Roda JC Kerkrade,56,238,0.23529411764705882
2010/2011,8178,Bayer 04 Leverkusen,64,272,0.23529411764705882
2012/2013,10235,Feyenoord,64,272,0.23529411764705882
2009/2010,8721,VfL Wolfsburg,64,272,0.23529411764705882
2008/2009,8697,SV Werder Bremen,64,272,0.23529411764705882
2008/2009,8177,Hertha BSC Berlin,48,204,0.23529411764705882
2012/2013,8686,Roma,71,303,0.23432343234323433
2013/2014,9956,Grasshopper Club Zürich,67,286,0.23426573426573427
2013/2014,9772,SL Benfica,58,248,0.23387096774193547
2012/2013,8650,Liverpool,71,304,0.23355263157894737
2015/2016,8456,Manchester City,71,304,0.23355263157894737
2014/2015,9825,Arsenal,71,304,0.23355263157894737
2014/2015,8302,Sevilla FC,71,304,0.23355263157894737
2013/2014,8455,Chelsea,71,304,0.23355263157894737
2013/2014,2182,Lech Poznań,56,240,0.23333333333333334
2010/2011,10217,ADO Den Haag,63,272,0.23161764705882354
2011/2012,10269,VfB Stuttgart,63,272,0.23161764705882354
2013/2014,10189,FC Schalke 04,63,272,0.23161764705882354
2014/2015,10229,AZ,63,272,0.23161764705882354
2008/2009,8226,TSG 1899 Hoffenheim,63,272,0.23161764705882354
2013/2014,8721,VfL Wolfsburg,63,272,0.23161764705882354
2008/2009,10269,VfB Stuttgart,63,272,0.23161764705882354
2009/2010,8611,FC Twente,63,272,0.23161764705882354
2011/2012,10003,Swansea City,44,190,0.23157894736842105
2012/2013,10000,SV Zulte-Waregem,49,212,0.23113207547169812
2014/2015,9985,Standard de Liège,49,212,0.23113207547169812
2011/2012,9803,Roda JC Kerkrade,55,238,0.23109243697478993
2008/2009,8564,Milan,70,303,0.23102310231023102
2008/2009,8636,Inter,70,303,0.23102310231023102
2014/2015,10001,KVC Westerlo,42,182,0.23076923076923078
2009/2010,10199,FC Luzern,66,286,0.23076923076923078
